model,label_budget,scenario,target_fpr,recall_mean,recall_std,precision_mean,f1_mean,empirical_fpr_mean,empirical_fpr_std,roc_auc_mean,fit_seconds_mean
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.005,0.35909797822706063,0.04794914655417982,0.9817626163820385,0.5242431853662429,0.0066355624675997925,0.002453532310253858,0.9069495068718674,0.13364387009933126
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.01,0.4520476931052359,0.05315144046262775,0.9676772121087336,0.6145602038844503,0.01503369621565578,0.003214286372513958,0.9069495068718674,0.13364387009933126
B0_STRUCT_XGB,0.1,DOMAIN_OOD,0.02,0.5484707102125453,0.043888079177082075,0.9469568171272582,0.6936488277422813,0.030793157076205287,0.006269608960433287,0.9069495068718674,0.13364387009933126
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.33176914778856526,0.04913503076713223,0.9805259552067931,0.4939967812443885,0.006526429341963323,0.002118947215905946,0.9003755691941038,0.13364387009933126
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.4253505933117584,0.055902245154974675,0.9662177318338312,0.5886922539850482,0.01483279395900755,0.0034231270702372828,0.9003755691941038,0.13364387009933126
B0_STRUCT_XGB,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.521413160733549,0.04822169368026777,0.9445723428961701,0.6706468919580273,0.03074433656957929,0.0071148360076984446,0.9003755691941038,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_BALANCED,0.005,0.3940453686200378,0.03399859415395791,0.9787812115628103,0.561141865787138,0.008506616257088848,0.0016671400825863838,0.8823696313263604,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_BALANCED,0.01,0.4611531190926276,0.030306236770315676,0.9715161156891756,0.6249056059614002,0.013516068052930059,0.0025999598028705437,0.8823696313263604,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_BALANCED,0.02,0.5362948960302457,0.025607991108753718,0.9587618504932596,0.6874693466257792,0.023156899810964082,0.00362661135262172,0.8823696313263604,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_ORIGINAL,0.005,0.3940453686200378,0.03399859415395791,0.9665121138806952,0.5591103378944904,0.007225288509784244,0.00185038523979787,0.8804794806397058,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_ORIGINAL,0.01,0.4611531190926276,0.030306236770315676,0.9515429062308624,0.6207401024636026,0.01244355243351731,0.0025671963678675215,0.8804794806397058,0.13364387009933126
B0_STRUCT_XGB,0.1,IID_ORIGINAL,0.02,0.5362948960302457,0.025607991108753718,0.9273870515140683,0.6791914562042718,0.022378324134470648,0.003396493398988195,0.8804794806397058,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPLATE_OOD,0.005,0.4415690866510539,0.04855548631759937,0.9869104466763634,0.6087468037992575,0.00585480093676815,0.001761853052816919,0.9310181903317629,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPLATE_OOD,0.01,0.52903981264637,0.050310007647150816,0.9774708281211201,0.6852044291336759,0.012207259953161593,0.0021291682138136043,0.9310181903317629,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPLATE_OOD,0.02,0.6186475409836065,0.043137000507168476,0.9631356991813671,0.7525198589474934,0.02379976580796253,0.004714336871207923,0.9310181903317629,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPORAL,0.005,0.4572,0.0456607052069939,0.9886790019516694,0.624051898375465,0.0052499999999999995,0.0018633899812498251,0.9353132937499999,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPORAL,0.01,0.544925,0.044767927817926864,0.9801120011356573,0.6994371932154588,0.01105,0.0017110750356947463,0.9353132937499999,0.13364387009933126
B0_STRUCT_XGB,0.1,TEMPORAL,0.02,0.6347,0.03879339863659512,0.9671223807341018,0.7657563498944112,0.02165,0.003930295437015164,0.9353132937499999,0.13364387009933126
B0_STRUCT_XGB,0.25,DOMAIN_OOD,0.005,0.42877138413685845,0.050103650120154344,0.9891254515388631,0.5965896038201084,0.004872991187143598,0.0031123393267446144,0.9223829702494545,0.19026824080028745
B0_STRUCT_XGB,0.25,DOMAIN_OOD,0.01,0.5068947641264904,0.038371029340156085,0.9802470133671777,0.6673556548002109,0.0104199066874028,0.004607345436237629,0.9223829702494545,0.19026824080028745
