seed,candidate_model,scenario,target_fpr,base_empirical_fpr,candidate_empirical_fpr,b0_score,candidate_score,sha256,domain,url,template_hash,near_duplicate_to_development,min_simhash_distance_to_development,text_preview
42,T0_E2E,IID_ORIGINAL,0.005,0.004515805318615153,0.008028098344204716,0.961245059967041,0.9994683861732483,1d03e95009aa9903f6ace45e30ac04e9c1b197596058ebb491349705857dc76a,google.com,https://docs.google.com/presentation/d/e/2PACX-1vT07ZLVujKaKr7-ex-TBqgeOjMo1CLjiIqFuMMvbkK9QxeP_iw-5CdRecDze5-9B_yv4tvX_cwz7GzI/pub?start=false&amp;loop=false&amp;delayms=3000,4727a28e30dac33072b2df9d91c887b9bb22472382b85fd8e8f06ed26c888b80,,,[URL] https://docs.google.com/presentation/d/e/2PACX-1vT07ZLVujKaKr7-ex-TBqgeOjMo1CLjiIqFuMMvbkK9QxeP_iw-5CdRecDze5-9B_yv4tvX_cwz7GzI/pub?start=false&amp;loop=false&amp;delayms=3000 [TITLE] at&t/acctmgmt/passthrough/PROFILEOVERVIEW? - Google Slides [TEXT] at&t/acctmgmt/passthrough/PROFILEOVERVIEW? - Google Slides [FORM]
42,T0_E2E,IID_ORIGINAL,0.005,0.004515805318615153,0.008028098344204716,0.45169535279273987,0.9994673132896423,272160109c5234232321585f8211893f4d94967bcd99559e0985c0e39d8d8d71,hsforms.com,https://share-eu1.hsforms.com/2XDJgCggNQOOa8ZP_WAx0uw2exqgh,4a55256789ade8eec4e0b4dcb0b3c9e487306f7997f57e3a6a3f26a730a472ce,,,[URL] https://share-eu1.hsforms.com/2XDJgCggNQOOa8ZP_WAx0uw2exqgh [TITLE] Form [TEXT] Form Skip to form [FORM]
42,T0_E2E,IID_ORIGINAL,0.005,0.004515805318615153,0.008028098344204716,0.09762685745954514,0.9994631409645081,7a1d67f5f2ce47579b49a7493ac0de1b0307469d2c59643ee93120e89853f772,glitch.me,https://brawny-three-impala.glitch.me/public/code.b6ab.html,3fb2a9c83dff48d24ab05c8ebb3f5cb8f65dff478105580083a80303f9b8c7d8,,,[URL] https://brawny-three-impala.glitch.me/public/code.b6ab.html [TITLE] Complete your sign in - ID.me [TEXT] Complete your sign in - ID.me Complete your sign in 1 Choose your multi-factor method 2 Initiate your multi-factor method Current step 3 Confirm your multi-factor method Enter the code we sent to your Phone Enter the 6-digit code Didn't receive it? Resend my verification code If you’ve ch
42,T0_E2E,IID_ORIGINAL,0.005,0.004515805318615153,0.008028098344204716,0.5014875531196594,0.9994589686393738,a509499f35e4e94bde635661b918bb3266d9b3f03dc8b14630c026c1540124dc,hsforms.com,https://share-eu1.hsforms.com/2BkksXXZISXum83yVBTtYBQ2ey327,4a55256789ade8eec4e0b4dcb0b3c9e487306f7997f57e3a6a3f26a730a472ce,,,[URL] https://share-eu1.hsforms.com/2BkksXXZISXum83yVBTtYBQ2ey327 [TITLE] Form [TEXT] Form Skip to form [FORM]
42,T0_E2E,IID_ORIGINAL,0.005,0.004515805318615153,0.008028098344204716,0.27420830726623535,0.9994578957557678,2bf89545b8f25033600e626d26c3196b4ce17b88d4f74523ae4d5c6d2c425892,hsforms.com,https://share-na2.hsforms.com/1yycIDyeDRiCTSqNUlVBM6Q407grf,e0765ede16ed07929cae30d91b23212fc5d1156d33cfbd047be8472cd95ce308,,,[URL] https://share-na2.hsforms.com/1yycIDyeDRiCTSqNUlVBM6Q407grf [TITLE] Form [TEXT] Form Skip to form [FORM]
42,T0_E2E,IID_BALANCED,0.005,0.006616257088846881,0.00945179584120983,0.961245059967041,0.9994683861732483,1d03e95009aa9903f6ace45e30ac04e9c1b197596058ebb491349705857dc76a,google.com,https://docs.google.com/presentation/d/e/2PACX-1vT07ZLVujKaKr7-ex-TBqgeOjMo1CLjiIqFuMMvbkK9QxeP_iw-5CdRecDze5-9B_yv4tvX_cwz7GzI/pub?start=false&amp;loop=false&amp;delayms=3000,4727a28e30dac33072b2df9d91c887b9bb22472382b85fd8e8f06ed26c888b80,,,[URL] https://docs.google.com/presentation/d/e/2PACX-1vT07ZLVujKaKr7-ex-TBqgeOjMo1CLjiIqFuMMvbkK9QxeP_iw-5CdRecDze5-9B_yv4tvX_cwz7GzI/pub?start=false&amp;loop=false&amp;delayms=3000 [TITLE] at&t/acctmgmt/passthrough/PROFILEOVERVIEW? - Google Slides [TEXT] at&t/acctmgmt/passthrough/PROFILEOVERVIEW? - Google Slides [FORM]
42,T0_E2E,IID_BALANCED,0.005,0.006616257088846881,0.00945179584120983,0.45169535279273987,0.9994673132896423,272160109c5234232321585f8211893f4d94967bcd99559e0985c0e39d8d8d71,hsforms.com,https://share-eu1.hsforms.com/2XDJgCggNQOOa8ZP_WAx0uw2exqgh,4a55256789ade8eec4e0b4dcb0b3c9e487306f7997f57e3a6a3f26a730a472ce,,,[URL] https://share-eu1.hsforms.com/2XDJgCggNQOOa8ZP_WAx0uw2exqgh [TITLE] Form [TEXT] Form Skip to form [FORM]
42,T0_E2E,IID_BALANCED,0.005,0.006616257088846881,0.00945179584120983,0.09762685745954514,0.9994631409645081,7a1d67f5f2ce47579b49a7493ac0de1b0307469d2c59643ee93120e89853f772,glitch.me,https://brawny-three-impala.glitch.me/public/code.b6ab.html,3fb2a9c83dff48d24ab05c8ebb3f5cb8f65dff478105580083a80303f9b8c7d8,,,[URL] https://brawny-three-impala.glitch.me/public/code.b6ab.html [TITLE] Complete your sign in - ID.me [TEXT] Complete your sign in - ID.me Complete your sign in 1 Choose your multi-factor method 2 Initiate your multi-factor method Current step 3 Confirm your multi-factor method Enter the code we sent to your Phone Enter the 6-digit code Didn't receive it? Resend my verification code If you’ve ch
42,T0_E2E,IID_BALANCED,0.005,0.006616257088846881,0.00945179584120983,0.5014875531196594,0.9994589686393738,a509499f35e4e94bde635661b918bb3266d9b3f03dc8b14630c026c1540124dc,hsforms.com,https://share-eu1.hsforms.com/2BkksXXZISXum83yVBTtYBQ2ey327,4a55256789ade8eec4e0b4dcb0b3c9e487306f7997f57e3a6a3f26a730a472ce,,,[URL] https://share-eu1.hsforms.com/2BkksXXZISXum83yVBTtYBQ2ey327 [TITLE] Form [TEXT] Form Skip to form [FORM]
42,T0_E2E,IID_BALANCED,0.005,0.006616257088846881,0.00945179584120983,0.27420830726623535,0.9994578957557678,2bf89545b8f25033600e626d26c3196b4ce17b88d4f74523ae4d5c6d2c425892,hsforms.com,https://share-na2.hsforms.com/1yycIDyeDRiCTSqNUlVBM6Q407grf,e0765ede16ed07929cae30d91b23212fc5d1156d33cfbd047be8472cd95ce308,,,[URL] https://share-na2.hsforms.com/1yycIDyeDRiCTSqNUlVBM6Q407grf [TITLE] Form [TEXT] Form Skip to form [FORM]
