strategy,label_budget,scenario,target_fpr,review_fraction_of_stage1_negatives,stage1_recall_mean,stage1_fpr_mean,dapt_recall_mean,dapt_recall_std,dapt_fpr_mean,dapt_ap_mean,review_precision_mean,capture_rate_mean,assisted_recall_mean,assisted_recall_std,review_fraction_all_mean
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.005,0.05,0.3590979782270606,0.0066355624675997,0.2832555728356661,0.1034113777321671,0.0044582685329186,0.9250676962426274,0.9726798388205324,0.124904483874496,0.4389320891653706,0.0451166777767122,0.0410316226023846
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.005,0.1,0.3590979782270606,0.0066355624675997,0.2832555728356661,0.1034113777321671,0.0044582685329186,0.9250676962426274,0.9555272243887416,0.2447898649658647,0.5155520995334371,0.0426984854221052,0.0818558838776568
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.005,0.2,0.3590979782270606,0.0066355624675997,0.2832555728356661,0.1034113777321671,0.0044582685329186,0.9250676962426274,0.9125326984505084,0.4669747567617383,0.6575427682737169,0.0399848466501551,0.1635044064282011
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.01,0.05,0.4520476931052359,0.0150336962156557,0.3819077242094349,0.0900826103870958,0.0090720580611715,0.9250676962426274,0.9575636607920618,0.1348115993526635,0.5256609642301711,0.049130244478701,0.0384136858475894
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.01,0.1,0.4520476931052359,0.0150336962156557,0.3819077242094349,0.0900826103870958,0.0090720580611715,0.9250676962426274,0.9317823399268812,0.2620434504190246,0.5951788491446346,0.0452154492182032,0.0767496111975116
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.01,0.2,0.4520476931052359,0.0150336962156557,0.3819077242094349,0.0900826103870958,0.0090720580611715,0.9250676962426274,0.8798888055281852,0.4944670543296269,0.7221358216692587,0.0406174504010477,0.153369621565578
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.02,0.05,0.5484707102125453,0.0307931570762052,0.5387765681700363,0.0828606258700069,0.0217729393468118,0.9250676962426274,0.9374106843029232,0.1486670378899546,0.6153965785381026,0.0398766025045606,0.0356661482633488
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.02,0.1,0.5484707102125453,0.0307931570762052,0.5387765681700363,0.0828606258700069,0.0217729393468118,0.9250676962426274,0.9043705890800962,0.2862227892941587,0.6771902540176258,0.0383221663627698,0.0711249351995852
RANDOM_GLOBAL,0.1,DOMAIN_OOD,0.02,0.2,0.5484707102125453,0.0307931570762052,0.5387765681700363,0.0828606258700069,0.0217729393468118,0.9250676962426274,0.8255387977440474,0.5217271419617455,0.7834110938310006,0.0328783792231889,0.1421461897356143
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.05,0.3317691477885652,0.0065264293419633,0.2738942826321467,0.0984002355907731,0.0044768069039913,0.9176004083354398,0.9733971455772966,0.1217490651355271,0.412891046386192,0.046603974067937,0.0416666666666666
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.1,0.3317691477885652,0.0065264293419633,0.2738942826321467,0.0984002355907731,0.0044768069039913,0.9176004083354398,0.9596975968571062,0.2397205531053818,0.4915318230852211,0.0438175388458885,0.0832254584681769
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.005,0.2,0.3317691477885652,0.0065264293419633,0.2738942826321467,0.0984002355907731,0.0044768069039913,0.9176004083354398,0.9131428586385374,0.4558291644223814,0.6355447680690399,0.0411985724047426,0.1663160733549083
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.05,0.4253505933117584,0.0148327939590075,0.3644552319309601,0.0877680794340701,0.0088457389428263,0.9176004083354398,0.957335375358339,0.130913292245634,0.5003236245954692,0.0517200950720245,0.0391316073354908
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.1,0.4253505933117584,0.0148327939590075,0.3644552319309601,0.0877680794340701,0.0088457389428263,0.9176004083354398,0.934047980533822,0.2549591396804634,0.5714131607335491,0.0475637231704082,0.0781283710895361
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.01,0.2,0.4253505933117584,0.0148327939590075,0.3644552319309601,0.0877680794340701,0.0088457389428263,0.9176004083354398,0.8794400051437974,0.4795975596000919,0.7001078748651565,0.0428801646692573,0.1560949298813376
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.05,0.521413160733549,0.0307443365695792,0.5133225458468177,0.0876224802610545,0.021413160733549,0.9176004083354398,0.9434450784577588,0.1438160505908788,0.5900215749730313,0.0439305589428778,0.0363268608414239
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.1,0.521413160733549,0.0307443365695792,0.5133225458468177,0.0876224802610545,0.021413160733549,0.9176004083354398,0.9071364118749324,0.276202199039667,0.6530744336569579,0.041648639984239,0.0725188781014023
RANDOM_GLOBAL,0.1,DOMAIN_TEMPLATE_OOD,0.02,0.2,0.521413160733549,0.0307443365695792,0.5133225458468177,0.0876224802610545,0.021413160733549,0.9176004083354398,0.8259660185633818,0.5019231916276715,0.7610571736785329,0.0353270739757357,0.1448759439050701
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.05,0.3940453686200378,0.0085066162570888,0.4433837429111532,0.0718093929798657,0.010586011342155,0.8957591648427204,0.9893944779001445,0.1315620909939427,0.4736294896030245,0.0321714534339764,0.0402173913043478
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.1,0.3940453686200378,0.0085066162570888,0.4433837429111532,0.0718093929798657,0.010586011342155,0.8957591648427204,0.9567695118187816,0.2534824007513324,0.5474480151228733,0.0292235642165375,0.0801512287334593
RANDOM_GLOBAL,0.1,IID_BALANCED,0.005,0.2,0.3940453686200378,0.0085066162570888,0.4433837429111532,0.0718093929798657,0.010586011342155,0.8957591648427204,0.8750984156808771,0.4624247328649331,0.6741965973534971,0.0217826928991997,0.1599716446124763
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.05,0.4611531190926276,0.01351606805293,0.5158790170132326,0.0559012444213715,0.0184310018903591,0.8957591648427204,0.9814905264431882,0.1402174620441239,0.536578449905482,0.0286619637489585,0.0384215500945179
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.1,0.4611531190926276,0.01351606805293,0.5158790170132326,0.0559012444213715,0.0184310018903591,0.8957591648427204,0.9209450067131216,0.2615539498584172,0.6020793950850661,0.0229626555239931,0.0764650283553875
RANDOM_GLOBAL,0.1,IID_BALANCED,0.01,0.2,0.4611531190926276,0.01351606805293,0.5158790170132326,0.0559012444213715,0.0184310018903591,0.8957591648427204,0.8239589535359153,0.4669762104828525,0.7130434782608696,0.0159234632660709,0.1526937618147448
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.05,0.5362948960302457,0.023156899810964,0.597069943289225,0.0406733617405049,0.0331758034026465,0.8957591648427204,0.9384285297443192,0.1468751133980392,0.6043478260869566,0.0230541165062234,0.0362476370510397
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.1,0.5362948960302457,0.023156899810964,0.597069943289225,0.0406733617405049,0.0331758034026465,0.8957591648427204,0.8575050490335132,0.267389273500375,0.6603024574669187,0.0191446507797095,0.0722589792060491
RANDOM_GLOBAL,0.1,IID_BALANCED,0.02,0.2,0.5362948960302457,0.023156899810964,0.597069943289225,0.0406733617405049,0.0331758034026465,0.8957591648427204,0.7519355043501964,0.4674927686136244,0.7534971644612476,0.0148833691609393,0.144234404536862
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.05,0.3940453686200378,0.0072252885097842,0.4433837429111532,0.0718093929798657,0.0077772202709483,0.8489525588065451,0.9564395526491708,0.1965029540174425,0.5129489603024575,0.0308342053976187,0.0431006227466404
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.1,0.3940453686200378,0.0072252885097842,0.4433837429111532,0.0718093929798657,0.0077772202709483,0.8489525588065451,0.8592389928205147,0.3518808507999971,0.6073724007561437,0.0210840733362551,0.0860373647984267
RANDOM_GLOBAL,0.1,IID_ORIGINAL,0.005,0.2,0.3940453686200378,0.0072252885097842,0.4433837429111532,0.0718093929798657,0.0077772202709483,0.8489525588065451,0.6980829953176599,0.5706625665833188,0.740359168241966,0.0198565212263332,0.1718780727630285
